Record_ID,Plant_ID,TS,PM2.5,SO2,NOx,Unit,"Lat,Lon",Status
E25128,PL-09,2026-02-05 14:40,38.0,20.3,20.7,UG/M3,"13.4695,81.2403", FAULT
E25129,PL-01,2026-02-05 14:50,13.6,22.0,33.8,MG/NM3,"13.93,79.0015",FAULT
E25130,PL-12,05-02-2026 24:00,24.6,20.6,17.5,ug/m³,"14.2248,79.6002", maint 
E25131,PL-05,2026-02-05 15:10,49.9,21.2,24.9,µg/m³,"14.0194,80.1896", OK 
E25132,PL-03,2026-02-05 15:20,46.2,15.1,23.6,mg/Nm3,"12.9944,80.7143",OK
E25133,PL-10,2026-02-05 15:30,49.4,12.5,25.9,Ug/M3,"14.2764,79.4407", maint 
E25134,PL-12,2026-02-05 15:40,44.1,20.5,25.5,ug/m3,"12.77,81.1434",Fault
E25135,PL-17,2026-02-05 15:50,52.0,25.8,29.6,ug/m3,"13.8759,79.0887",fault
E25136,PL-14,2026-02-05 16:00,19.3,9.0,27.4,Ug/M3,"14.0883,79.9313", maint 
E25137,PL-06,05-02-2026 16:10,20.8,9.6,,UG/M3,"13.3376,80.5036", FAULT
E25138,PL-20,2026-02-05 16:20,53.5,4.0,31.8,Ug/M3,"12.5695,81.3249",Ok
E25139,PL-19,2026-02-05 16:30,29.8,21.4,4.9,mg/Nm3,"14.1295,80.0777", FAULT
E25140,PL-16,2026-02-05 16:40,13.8,11.7,15.6,Ug/M3,"12.5505,81.042",maint
E25141,PL-20,2026-02-05 16:50,37.1,,30.5,UG/m3,"13.7028,80.4555",ok 
E25142,PL-08,2026-02-05 17:00,49.9,13.9,23.3,UG/M3,"12.7057,81.2841", maint 
E25143,PL-01,2026-02-05 17:10,40.0,15.1,40.1,Ug/M3,"14.0171,79.6949",ok
E25144,PL-14,2026-02-05 17:20 UTC,9.7,17.4,10.7,µg/m³,"13.4194,80.7805",maintenance
E25145,PL-06,2026-02-05 17:30,13.8,13.8,11.7,mg/nm3,"14.2321,79.5109",fault
E25146,PL-08,05-02-2026 17:40,33.9,8.7,12.4,Ug/M3,"14.4541,79.3168",maint
E25147,PL-20,2026-02-05 17:50,1.2,10.5,,mg/nm3,"13.3286,80.2218",MAINT
E25148,PL-06,2026-02-05 18:00,10.3,10.5,13.8,UG/M3,"12.7912,79.3192",Ok
E25149,PL-06,2026-02-05 18:10,37.3,17.0,18.6,mg/Nm3,"688.2730906626432,79.4005", FAULT
E25150,PL-05,2026-02-05 18:20,36.8,17.4,24.5,ug/m³,"14.494,79.2927",ok
E25151,PL-10,2026-02-05 18:30,17.3,15.9,21.6,mg/Nm3,"12.7472,79.9956", FAULT
E25152,PL-09,2026-02-05 18:40,0.0,12.8,18.4,µg/m³,"12.6648,79.9718",Maint
E25153,PL-09,2026-02-05 18:50,0.0,,17.2,mg/nm3,"12.8933,80.2598",Fault
E25154,PL-01,2026-02-05 19:00,35.7,11.6,24.5,ug/m3,"13.1667,80.6059", maint 
E25155,PL-14,2026-02-05 19:10,14.1,17.3,42.1,UG/m3,"13.3177,80.9842",ok
E25156,PL-19,2026-02-05 19:20,0.0,9.3,7.9,mg/Nm3,"13.2053,80.2458",OK
E25157,PL-14,2026-02-05 19:30,22.0,14.2,21.2,mg/nm3,"14.1301,79.0943", OK 
E25158,PL-19,2026-02-05 19:40,22.9,17.0,28.8,Ug/M3,"14.1503,80.7735", maint 
E25159,PL-07,2026-02-05 19:50,59.0,20.0,13.6,MG/NM3,"14.2653,81.3924",ok 
E25160,PL-16,2026-02-05 20:00,33.4,25.8,34.2,µg/m³,"12.8006,81.1094",Maint
E25161,PL-01,2026-02-05 20:10,34.0,17.6,26.7,mg/nm3,"14.3621,80.4991",fault
E25162,PL-01,05-02-2026 24:20,36.1,25.6,21.8,mg/Nm3,"13.8879,80.6205", ok
E25163,PL-12,05-02-2026 24:30,45.0,25.6,-10.2,UG/M3,"13.6953,80.4782",ok 
E25164,PL-07,2026-02-05 20:40,26.6,12.2,20.8,mg/nm3,"14.114,80.5062",MAINTENANCE
E25165,PL-07,2026-02-05 20:50,34.5,21.5,33.1,ug/m3,"14.0722,80.7784",MAINTENANCE
E25166,PL-05,2026-02-05 21:00,47.9,26.2,27.7,MG/NM3,"14.2893,81.1268",Maint
E25167,PL-12,2026-02-05 21:10,45.6,21.6,30.9,mg/nm3,"13.7293,79.7418",OK
E25168,PL-05,2026-02-05 21:20,41.0,14.2,45.2,µg/m³,"12.9375,81.0423",MAINTENANCE
E25169,PL-03,2026-02-05 21:30,31.5,18.7,17.1,Ug/M3,"14.1637,79.7191",MAINT
E25170,PL-05,2026-02-05 21:40,355.6,12.5,11.6,UG/m3,"13.951,81.135",Maint
E25171,PL-10,2026-02-05 21:50,54.2,21.2,36.6,mg/Nm3,"14.1051,80.3946",MAINT
E25172,PL-19,2026-02-05 22:00,40.9,24.6,25.2,ug/m³,"13.3502,79.0615",MAINTENANCE
E25173,PL-01,05-02-2026 22:10,-49.8,,41.6,UG/M3,"13.2501,81.4874",MAINTENANCE
E25174,PL-20,05-02-2026 24:20,46.2,20.2,51.1,ug/m3,"14.4859,79.432",MAINTENANCE
E25175,PL-16,2026-02-05 22:30,43.8,22.2,552.7,UG/M3,"13.8988,81.1722",ok
E25176,PL-07,2026-02-05 22:40,69.0,20.4,35.3,MG/NM3,"14.3317,80.2788",Ok
E25177,PL-11,2026-02-05 22:50,-40.5,25.3,41.8,UG/M3,"13.6426,80.561",MAINTENANCE
E25178,PL-02,2026-02-05 23:00,29.3,26.5,41.1,Ug/M3,"12.9835,80.4165", OK 
E25179,PL-17,2026-02-05 23:10,80.2,13.1,31.3,UG/M3,"14.1213,79.0897",maint
E25180,PL-04,2026-02-05 23:20,75.8,25.8,66.6,mg/nm3,"14.2351,80.3229",fault
E25181,PL-20,2026-02-05 23:30,63.0,24.5,45.7,Ug/M3,"13.3041,81.2912",maint
E25182,PL-15,2026-02-05 23:40,52.4,19.1,23.7,ug/m3,"13.1671,80.477",Fault
E25183,PL-13,2026-02-05 23:50,57.8,25.6,34.6,Ug/M3,"12.9455,80.207",Fault
E25184,PL-04,2026-02-06 00:00,81.9,32.3,58.8,UG/M3,"13.4711,79.2557",Fault
E25185,PL-18,2026-02-06 00:10,41.3,24.3,53.2,UG/m3,"13.2983,80.2466",Fault
E25186,PL-01,2026-02-06 00:20,51.8,28.8,59.1,mg/Nm3,"13.8535,81.0808",ok 
E25187,PL-19,2026-02-06 00:30,80.7,31.9,56.0,ug/m³,"14.4955,80.7062",fault
E25188,PL-07,2026-02-06 00:40,,27.4,31.9,UG/M3,"12.7859,81.0655",MAINT
E25189,PL-09,2026-02-06 00:50,80.7,30.0,59.8,µg/m³,"12.8185,80.2093", maint 
E25190,PL-13,2026-02-06 01:00,76.5,27.6,36.4,mg/Nm3,"14.272,80.3103", ok
E25191,PL-05,2026-02-06 01:10,-51.6,21.6,56.0,mg/nm3,"13.0412,79.1873",FAULT
E25192,PL-15,2026-02-06 01:20,74.5,35.0,60.7,µg/m³,"14.2433,81.4066",Fault
E25193,PL-15,2026-02-06 01:30,78.7,30.9,,µg/m³,,OK
E25194,PL-18,2026-02-06 01:40,73.8,32.0,61.7,Ug/M3,"12.5341,79.3062",MAINT
E25195,PL-04,2026-02-06 01:50,59.1,28.4,53.1,MG/NM3,"13.3542,81.4675", OK 
E25196,PL-02,2026-02-06 02:00,77.6,34.2,63.7,ug/m3,"13.1217,80.0611", maint 
E25197,PL-19,2026-02-06 02:10,75.2,27.1,64.9,mg/nm3,"14.2583,79.9294", ok
E25198,PL-10,2026-02-06 02:20,0.6,34.8,60.3,UG/m3,"13.7652,81.1649", OK 
E25199,PL-06,2026-02-06 02:30,77.0,30.6,48.0,mg/nm3,"13.6379,80.9873",MAINTENANCE
E25200,PL-08,2026-02-06 02:40,77.1,30.9,74.3,UG/m3,,OK
E25201,PL-16,2026-02-06 02:50,114.9,28.7,1465.5,ug/m3,"14.2864,79.2654",Fault
E25202,PL-01,06-02-2026 24:00,97.2,31.0,29064.4,µg/m³,"13.345,79.442",ok 
E25203,PL-15,2026-02-06 03:10,,33.4,81.6,ug/m3,"14.1091,79.5575",ok 
E25204,PL-15,06-02-2026 24:20,123.2,37.1,52.4,ug/m3,"13.1771,79.507",ok 
E25205,PL-12,2026-02-06 03:30,133.6,26.0,70.2,UG/m3,"13.3939,80.6744",MAINT
E25206,PL-12,2026-02-06 03:40 UTC,102.4,32.2,78.2,MG/NM3,"13.1146,79.9699",Ok
E25207,PL-11,2026-02-06 03:50,112.2,21.4,71.5,ug/m3,"12.5015,80.3982",Maint
E25208,PL-12,2026-02-06 04:00,91.5,35.9,77.8,UG/M3,"12.5931,80.0342", ok
E25209,PL-08,2026-02-06 04:10,111.2,45.6,84.9,Ug/M3,"13.0027,80.9563",ok
E25210,PL-05,2026-02-06 04:20,128.1,36.2,78.5,UG/m3,"12.9641,81.2119",FAULT
E25211,PL-03,2026-02-06 04:30,110.6,32.9,51.2,MG/NM3,"13.6056,81.3876",OK
E25212,PL-02,2026-02-06 04:40,108.2,31.5,59.1,UG/m3,"14.3499,79.9725",fault
E25213,PL-05,2026-02-06 04:50,118.8,35.6,69.0,mg/nm3,"14.3195,79.2397", OK 
E25214,PL-13,06-02-2026 05:00,130.7,37.0,86.6,UG/M3,"12.9956,80.4755",fault
E25215,PL-05,2026-02-06 05:10,116.2,29.8,93.0,Ug/M3,"14.0772,80.9404",MAINT
E25216,PL-02,2026-02-06 05:20,108.8,32.9,,UG/M3,"14.1223,80.7403",FAULT
E25217,PL-15,2026-02-06 05:30,114.0,38.5,58.2,mg/nm3,"12.7834,79.2472",OK
E25218,PL-16,2026-02-06 05:40,107.6,35.6,76.2,mg/Nm3,"12.6816,80.7908",ok
E25219,PL-07,2026-02-06 05:50,123.8,,85.3,mg/Nm3,"14.1287,79.1575", OK 
E25220,PL-10,2026-02-06 06:00,137.3,31.9,85.1,ug/m3,"13.9809,80.2175", OK 
E25221,PL-20,2026-02-06 06:10,121.0,31.0,72.4,mg/nm3,"14.412,79.1063",FAULT
E25222,PL-16,2026-02-06 06:20,111.3,42.5,85.2,mg/Nm3,"13.201,79.8195",fault
E25223,PL-20,2026-02-06 06:30,105.0,30.2,68.4,mg/Nm3,"12.8726,79.9245",MAINTENANCE
E25224,PL-12,2026-02-06 06:40,151.0,27.6,74.0,mg/Nm3,"13.9663,80.9686",FAULT
E25225,PL-07,2026-02-06 06:50,123.8,33.3,84.4,ug/m3,"13.3829,81.2383",Fault
E25226,PL-15,2026-02-06 07:00,97.3,33.7,78.6,µg/m³,"13.9553,81.4703",maintenance
E25227,PL-13,2026-02-06 07:10,92.6,31.4,79.9,MG/NM3,"12.5642,81.2424", OK 
E25228,PL-03,06-02-2026 07:20,123.4,32.6,72.0,UG/m3,"14.1743,80.9748",Maint
E25229,PL-12,2026-02-06 07:30,122.2,44.8,77.1,ug/m3,"13.1532,81.268",MAINT
E25230,PL-17,2026-02-06 07:40,104.9,32.6,97.3,µg/m³,"14.1303,79.9574",Fault
E25231,PL-18,2026-02-06 07:50,79.8,42.6,,ug/m³,"14.0373,80.8725",MAINT
E25232,PL-18,2026-02-06 08:00,136.0,28.3,60.6,ug/m³,"13.2565,79.8859", maint 
E25233,PL-20,2026-02-06 08:10,-104.0,36.4,101.8,mg/nm3,"14.4961,80.1003",OK
E25234,PL-12,2026-02-06 08:20,127.9,33.1,73.5,Ug/M3,"14.4109,79.4236",Maint
E25235,PL-18,2026-02-06 08:30,109.1,,67.7,mg/nm3,"13.3121,80.0812",ok 
E25236,PL-13,2026-02-06 08:40,129.3,45.1,76.4,ug/m3,"12.6806,79.7151",ok
E25237,PL-16,2026-02-06 08:50,97.5,37.1,84.4,ug/m3,"14.1292,81.2099",MAINT
E25238,PL-01,06-02-2026 09:00,101.1,38.0,69.7,ug/m³,"12.681,80.4714",OK
E25239,PL-01,2026-02-06 09:10,-109.1,26.2,67.9,ug/m3,"13.5205,81.1221",Maint
E25240,PL-08,2026-02-06 09:20,99.6,23.6,74.1,µg/m³,"14.4591,79.9545",FAULT
E25241,PL-16,2026-02-06 09:30,107.8,33.2,82.4,MG/NM3,"14.3774,79.1504",Maint
E25242,PL-10,2026-02-06 09:40,102.4,26.7,-73.6,mg/Nm3,"13.0121,81.2861",Ok
E25243,PL-01,2026-02-06 09:50,,33.1,57.9,ug/m3,"12.6302,80.279",fault
E25244,PL-13,2026-02-06 10:00,75.7,41.1,66.3,ug/m³,"13.0165,-136.05299648634934",Ok
E25245,PL-04,2026-02-06 10:10,93.5,30.4,67.1,MG/NM3,"13.3556,80.4249",fault
E25246,PL-03,2026-02-06 10:20,84.5,42.7,82.6,mg/Nm3,"13.3873,81.1865",Maint
E25247,PL-16,2026-02-06 10:30,105.8,30.6,73.7,µg/m³,"13.8841,79.706",Fault
E25248,PL-05,2026-02-06 10:40,86.1,26.8,51.3,Ug/M3,"14.1502,80.045",FAULT
E25249,PL-07,2026-02-06 10:50,121.1,33.1,70.1,ug/m³,"13.3295,79.6488",ok 
E25250,PL-16,2026-02-06 11:00,76.7,31.5,57.9,mg/nm3,"13.327,80.0025",Ok
E25251,PL-19,2026-02-06 11:10,73.8,30.9,49.2,mg/nm3,"12.7061,79.1598", ok
E25252,PL-03,2026-02-06 11:20,110.8,30.6,44.8,mg/nm3,"12.8153,79.1671", OK 
E25253,PL-08,2026-02-06 11:30,70.6,29.7,64.3,UG/M3,"13.5155,79.4827",Maint
E25254,PL-05,2026-02-06 11:40,90.8,34.2,56.6,UG/m3,"12.9375,79.6278",Ok
E25255,PL-11,2026-02-06 11:50,85.6,30.7,63.7,µg/m³,"14.2521,81.1493",ok
E25256,PL-03,2026-02-06 12:00,46.6,28.4,52.6,ug/m³,"13.8746,81.4322",maintenance
E25257,PL-04,2026-02-06 12:10,4.5,30.2,50.8,mg/nm3,"12.9045,80.1062",MAINT
E25258,PL-09,2026-02-06 12:20 UTC,70.1,24.2,55.2,ug/m3,"13.6538,80.2661",fault
E25259,PL-08,06-02-2026 12:30,60.1,26.5,51.3,mg/nm3,"13.935,79.6779",ok 
E25260,PL-08,2026-02-06 12:40,79.0,22.1,41.6,mg/Nm3,"13.1871,81.0181",ok 
E25261,PL-11,2026-02-06 12:50,58.0,13.0,47.6,µg/m³,"13.622,81.4148",FAULT
E25262,PL-05,2026-02-06 13:00 UTC,60.4,22.9,48.9,UG/M3,"13.9596,80.1266",MAINTENANCE
E25263,PL-04,2026-02-06 13:10,66.7,22.7,,µg/m³,"13.0939,80.2677",Maint
E25264,PL-04,2026-02-06 13:20,35.5,24.6,57.5,MG/NM3,"12.7732,79.9093",Fault
E25265,PL-13,2026-02-06 13:30,67.2,26.8,26.5,ug/m3,"12.8754,79.6241",Maint
E25266,PL-10,2026-02-06 13:40,44.2,26.7,33.2,MG/NM3,"13.1853,81.2201", FAULT
E25267,PL-05,2026-02-06 13:50,70.8,14.6,26.5,mg/Nm3,"13.8763,80.0452",Fault
E25268,PL-02,2026-02-06 14:00,43.3,20.5,27.2,ug/m³,"13.3352,80.4568",MAINTENANCE
E25269,PL-13,2026-02-06 14:10,40.5,31.4,14.1,Ug/M3,"13.2286,81.3733", maint 
E25270,PL-09,2026-02-06 14:20,63.0,17.2,22.7,UG/M3,"13.2433,80.7631", OK 
E25271,PL-02,2026-02-06 14:30,-40.5,27.7,30.3,ug/m3,"12.8185,80.7047", maint 
E25272,PL-06,2026-02-06 14:40,45.2,13.2,33.9,Ug/M3,"13.7301,79.4677",Maint
E25273,PL-14,2026-02-06 14:50,90.2,18.4,24.6,UG/M3,"14.4257,80.5453",OK
E25274,PL-13,2026-02-06 15:00,28.4,22.8,36.4,ug/m3,"14.3565,80.8701",fault
E25275,PL-06,2026-02-06 15:10,24.6,23.9,15.6,mg/nm3,"13.551,81.4074",MAINT
E25276,PL-04,2026-02-06 15:20,7.0,15.0,22.6,ug/m3,"13.458,81.1006",fault
E25277,PL-13,2026-02-06 15:30,38.3,16.2,38.5,UG/M3,"12.8286,79.3397",Fault
E25278,PL-03,2026-02-06 15:40,46.2,15.6,,mg/Nm3,"13.4981,80.5067", maint 
E25279,PL-15,2026-02-06 15:50 UTC,45.0,21.3,12.1,mg/Nm3,"13.1102,79.1173",OK
E25280,PL-13,2026-02-06 16:00,41.4,13.8,21.1,mg/Nm3,"14.075,79.0711", ok
E25281,PL-14,2026-02-06 16:10,25.9,22.6,15.8,ug/m3,"14.2882,81.3719", maint 
E25282,PL-02,2026-02-06 16:20,46.9,16.9,39.8,mg/Nm3,"13.9919,80.9382",OK
E25283,PL-13,06-02-2026 16:30,32.0,16.6,45.7,mg/Nm3,"13.8927,79.982",Fault
E25284,PL-15,2026-02-06 16:40,31.3,15.9,30.5,mg/nm3,"12.6203,79.983",Maint
E25285,PL-01,2026-02-06 16:50,4.4,14.8,33.0,UG/M3,"13.9711,79.4595",maint
E25286,PL-09,2026-02-06 17:00,13.3,16.8,16.3,Ug/M3,"13.4346,80.3854",maintenance
E25287,PL-15,2026-02-06 17:10,27.5,16.8,19.1,µg/m³,"13.4437,80.8228", OK 
E25288,PL-03,2026-02-06 17:20,56.7,8.6,20.4,UG/m3,"12.9098,79.7196", FAULT
E25289,PL-02,2026-02-06 17:30,0.0,16.8,19.8,µg/m³,"13.8019,79.0912",maintenance
E25290,PL-08,06-02-2026 24:40,6.0,10.5,26.0,Ug/M3,"12.8449,79.257", FAULT
E25291,PL-11,2026-02-06 17:50,35.5,18.3,10.7,UG/m3,"12.7732,80.8987",ok
E25292,PL-05,2026-02-06 18:00,17.8,6.1,13.0,ug/m³,"14.2413,80.3488",Maint
E25293,PL-13,2026-02-06 18:10,40.7,20.2,34.0,ug/m³,"12.5594,80.9174",maintenance
E25294,PL-16,2026-02-06 18:20,34.3,18.1,14.5,MG/NM3,"12.5927,80.2513", maint 
E25295,PL-04,2026-02-06 18:30,25.4,8.7,22.9,ug/m³,"14.0429,79.9966", FAULT
E25296,PL-05,2026-02-06 18:40,33.1,15.6,39.0,mg/nm3,"13.7167,80.8075",FAULT
E25297,PL-15,06-02-2026 24:50,22.9,,19.7,UG/M3,"13.7025,80.0663",ok
E25298,PL-08,06-02-2026 24:00,43.2,11.2,14.5,UG/m3,"12.5934,81.0733",MAINTENANCE
E25299,PL-15,2026-02-06 19:10,0.0,23.2,14.8,MG/NM3,"14.4232,81.1671", maint 
E25300,PL-06,2026-02-06 19:20,22.3,10.8,26.6,mg/Nm3,"13.226,79.986",Fault
E25301,PL-17,2026-02-06 19:30,4.2,3.1,29.7,UG/M3,"13.6565,80.4853",Maint
E25302,PL-16,2026-02-06 19:40,39.9,28.4,11.0,MG/NM3,"13.9212,79.2307",maintenance
E25303,PL-03,2026-02-06 19:50,24.6,20.8,8.3,mg/nm3,"14.2635,81.0016",ok 
E25304,PL-17,2026-02-06 20:00,47.2,11.6,,ug/m3,"13.5163,80.442",ok 
E25305,PL-17,2026-02-06 20:10,41.3,15.9,16.4,mg/Nm3,"12.7998,80.1149",MAINT
E25306,PL-04,2026-02-06 20:20,0.0,21.4,20.5,UG/M3,"14.2315,79.404",Ok
E25307,PL-15,2026-02-06 20:30,27.0,16.5,14.5,mg/nm3,"14.0002,79.4748",FAULT
E25308,PL-01,2026-02-06 20:40,-26.2,13.7,22.4,mg/Nm3,"12.8213,80.0971",FAULT
E25309,PL-05,2026-02-06 20:50,46.8,21.1,13.4,UG/m3,"13.1553,79.0035",OK
E25310,PL-17,2026-02-06 21:00,35.7,14.6,35.4,ug/m3,"13.8648,79.7903",ok
E25311,PL-14,2026-02-06 21:10,33.2,16.9,45.1,UG/m3,"12.9914,80.0655",MAINT
E25312,PL-07,2026-02-06 21:20,34.8,7.4,46.6,ug/m³,"12.6945,80.9604",fault
E25313,PL-14,2026-02-06 21:30,27.7,14.8,19.5,µg/m³,"14.2082,80.68",Maint
E25314,PL-01,2026-02-06 21:40,42.3,3.3,36.2,mg/Nm3,"13.2524,80.4299", ok
E25315,PL-13,2026-02-06 21:50,42.8,22.3,24.5,Ug/M3,"13.1563,80.8275",maintenance
E25316,PL-11,2026-02-06 22:00 UTC,57.2,19.2,36.3,mg/nm3,"13.2288,80.8194",OK
E25317,PL-20,2026-02-06 22:10,47.6,19.2,34.1,UG/M3,"14.4387,81.127", ok
E25318,PL-01,2026-02-06 22:20,43.1,17.6,21.9,UG/m3,"13.6489,80.6167", maint 
E25319,PL-09,2026-02-06 22:30,46.9,14.2,21.4,ug/m3,"12.5065,80.038", ok
E25320,PL-03,2026-02-06 22:40,51.0,24.1,46.4,UG/M3,"12.628,79.7243",MAINTENANCE
E25321,PL-14,2026-02-06 22:50,27.0,,31.8,UG/m3,"14.4436,80.3918",fault
E25322,PL-15,2026-02-06 23:00,53.1,17.5,42.8,MG/NM3,"14.3773,81.0362", ok
E25323,PL-08,2026-02-06 23:10,73.4,9.1,44.3,ug/m³,"13.3695,79.8378",MAINT
E25324,PL-05,2026-02-06 23:20,68.3,17.3,46.0,mg/Nm3,"14.1516,80.9057",OK
E25325,PL-05,2026-02-06 23:30,-58.2,26.3,50.2,µg/m³,"13.0659,79.3594",maintenance
E25326,PL-02,2026-02-06 23:40,1.5,21.5,54.2,ug/m³,"13.2069,81.1477",OK
E25327,PL-02,2026-02-06 23:50,63.6,31.1,33.3,MG/NM3,"14.3845,80.3261",FAULT
E25328,PL-13,2026-02-07 00:00,64.5,24.0,58.6,UG/M3,"12.593,80.9523",maint
E25329,PL-13,2026-02-07 00:10,70.6,25.4,53.3,MG/NM3,"14.4882,81.4099",Fault
E25330,PL-20,07-02-2026 24:20,70.7,20.1,41.9,ug/m3,"12.6604,80.4622", OK 
E25331,PL-11,2026-02-07 00:30,60.2,28.0,54.2,Ug/M3,"13.7314,79.6823", FAULT
E25332,PL-18,2026-02-07 00:40,73.9,19.8,49.1,ug/m3,"12.9779,79.194",maintenance
E25333,PL-15,2026-02-07 00:50,62.2,24.7,51.5,ug/m³,"13.4572,81.319", FAULT
E25334,PL-14,2026-02-07 01:00,100.7,39.3,41.6,Ug/M3,"14.1108,79.6213", maint 
E25335,PL-05,2026-02-07 01:10,59.4,25.2,62.9,µg/m³,"13.6003,79.3168", OK 
E25336,PL-03,2026-02-07 01:20,91.6,20.6,48.2,µg/m³,"12.6854,79.906",MAINT
E25337,PL-15,2026-02-07 01:30,80.7,31.8,83.9,UG/M3,"13.9944,80.3283", ok
E25338,PL-01,2026-02-07 01:40 UTC,89.8,29.9,51.3,Ug/M3,"13.0128,79.86", OK 
E25339,PL-19,2026-02-07 01:50,90.3,34.2,61.7,UG/M3,"14.4553,80.3765",ok 
E25340,PL-04,2026-02-07 02:00,80.6,35.0,70.3,mg/Nm3,"13.9554,80.6855",fault
E25341,PL-08,2026-02-07 02:10 UTC,75.3,25.1,-69.6,Ug/M3,"13.7209,80.7618", OK 
E25342,PL-08,2026-02-07 02:20,-87.6,34.4,50.8,MG/NM3,"14.1955,79.6694",maint
E25343,PL-19,2026-02-07 02:30,95.7,25.0,54.2,ug/m3,"12.5365,81.4162",fault
E25344,PL-01,2026-02-07 02:40,104.6,34.0,54.2,µg/m³,"14.4649,80.4161",ok 
E25345,PL-01,2026-02-07 02:50,105.5,30.6,62.2,ug/m3,"14.2165,79.6132", ok
E25346,PL-14,2026-02-07 03:00,97.8,30.2,72.9,ug/m³,"12.5661,79.8293",?
E25347,PL-13,2026-02-07 03:10,89.2,30.8,61.7,ug/m³,"13.9529,79.8281", ok
E25348,PL-02,2026-02-07 03:20,118.0,37.1,-96.1,UG/M3,"13.1437,81.3712",Fault
E25349,PL-06,2026-02-07 03:30,109.1,36.3,81.8,µg/m³,"13.4121,80.8574", maint 
E25350,PL-04,2026-02-07 03:40,114.8,34.3,76.4,UG/M3,"14.1956,80.2245", ok
E25351,PL-19,2026-02-07 03:50,85.1,35.8,73.3,Ug/M3,"12.6332,80.5931",ok
E25352,PL-01,2026-02-07 04:00,107.4,24.6,64.3,ug/m3,"13.4844,81.1621",maintenance
E25353,PL-13,2026-02-07 04:10,112.4,,75.8,µg/m³,"13.8035,79.0412",FAULT
E25354,PL-01,2026-02-07 04:20,100.9,30.1,99.7,UG/M3,"13.8063,80.3551",maintenance
E25355,PL-20,2026-02-07 04:30,120.6,40.4,58.9,UG/M3,"12.5372,80.2528", OK 
E25356,PL-08,2026-02-07 04:40,107.3,28.5,71.4,mg/Nm3,"12.6616,81.1105", OK 
E25357,PL-15,2026-02-07 04:50,105.0,38.6,91.8,UG/m3,"13.4592,80.1771",ok 
E25358,PL-05,2026-02-07 05:00,120.1,42.8,91.0,UG/m3,"13.3524,79.5288",OK
E25359,PL-19,2026-02-07 05:10,118.7,32.2,101.1,UG/m3,"13.4394,80.0671",ok 
E25360,PL-15,07-02-2026 05:20,120.6,37.2,76.5,UG/m3,"13.0914,81.1689",Fault
E25361,PL-15,2026-02-07 05:30,90.9,19.3,67.3,mg/nm3,"14.1213,80.504",MAINTENANCE
E25362,PL-18,2026-02-07 05:40,126.3,29.3,77.0,mg/Nm3,"12.9952,81.1606",ok 
E25363,PL-14,2026-02-07 05:50,121.9,28.2,88.1,ug/m3,"13.6571,79.9726",OK
E25364,PL-04,2026-02-07 06:00,111.3,30.4,,UG/M3,"12.7517,79.737",Fault
E25365,PL-09,2026-02-07 06:10,121.8,32.0,75.4,UG/M3,"12.7813,81.2377",MAINTENANCE
E25366,PL-16,2026-02-07 06:20,115.9,,81.9,UG/M3,"12.8208,80.7776",fault
E25367,PL-05,2026-02-07 06:30,103.7,32.3,96.1,UG/m3,"13.5793,81.0271", OK 
E25368,PL-10,2026-02-07 06:40,138.3,37.6,76.1,µg/m³,"13.6159,79.7352",maint
E25369,PL-08,2026-02-07 06:50,127.1,30.0,63.5,MG/NM3,"14.4954,80.6438",MAINT
E25370,PL-10,07-02-2026 24:00,122.4,,71.0,mg/nm3,"13.0877,79.6844",MAINTENANCE
E25371,PL-08,07-02-2026 24:10,118.3,32.8,100.1,ug/m³,"13.3489,80.7055", maint 
E25372,PL-07,2026-02-07 07:20,123.4,38.2,78.8,MG/NM3,"13.9374,80.3082",maint
E25373,PL-18,2026-02-07 07:30,123.0,35.1,70.8,ug/m3,"12.5451,80.2023",MAINT
E25374,PL-08,2026-02-07 07:40,112.8,27.4,77.0,ug/m³,"13.5887,81.0129",fault
E25375,PL-17,2026-02-07 07:50,156.5,39.4,71.7,ug/m³,"13.3942,81.3889", maint 
E25376,PL-20,2026-02-07 08:00,77.9,42.1,75.3,mg/Nm3,"13.5678,79.3701",ok
E25377,PL-07,2026-02-07 08:10,102.4,34.1,79.6,UG/m3,"14.3183,79.9325",FAULT
E25378,PL-02,2026-02-07 08:20,103.7,37.8,57.1,UG/m3,"12.6131,79.0011",Ok
E25379,PL-08,2026-02-07 08:30 UTC,115.2,37.1,84.2,ug/m3,"12.8191,79.4491",FAULT
E25380,PL-01,2026-02-07 08:40,87.7,35.0,98.6,Ug/M3,"13.7203,81.2111", OK 
E25381,PL-02,2026-02-07 08:50,-86.4,42.1,84.3,UG/m3,"13.8785,79.0382",OK
E25382,PL-12,2026-02-07 09:00,112.7,27.1,90.6,ug/m³,"12.6544,79.4078",ok
E25383,PL-13,2026-02-07 09:10,74.3,35.3,72.7,ug/m3,"12.731,80.4207", maint 
E25384,PL-20,2026-02-07 09:20,131.2,32.9,65.8,UG/M3,"13.1018,80.5742",FAULT
E25385,PL-19,2026-02-07 09:30,-83.0,33.0,71.6,mg/nm3,"13.3001,79.7984", maint 
E25386,PL-14,2026-02-07 09:40,100.9,32.0,91.9,mg/nm3,"13.8482,80.4795", ok
E25387,PL-07,2026-02-07 09:50,108.1,37.5,78.7,UG/m3,"13.7468,80.5619",Maint
